2020-09-19 00:10:16,inconsπcuous,Top-Down Processing,BOTSWANA,Y,2
2020-09-19 00:10:19,Dukael,Bottom Lines,GULLIVER,Y,2
2020-09-19 00:10:22,Me-Stik Spiral,Streamlined,LAWRENCE,Y,2
2020-09-19 00:10:24,long week mush brains,Top-Down Processing,BOTSWAIN,N,0
2020-09-19 00:10:32,jgr,Cipher Salad,APPETITE,Y,2
2020-09-19 00:10:32,Just Linus,Petal Path,IBISCUSH,N,0
2020-09-19 00:10:38,Dora's Dutch Backpack,Cipher Salad,APPETITE,Y,2
2020-09-19 00:10:39,frictionlessemu,Petal Path,HIBISCUS,Y,2
2020-09-19 00:10:40,MAMA Mia!,Petal Path,BIGBUSHY,N,0
2020-09-19 00:10:43,EVOO,Top-Down Processing,BOTSWANA,Y,2
2020-09-19 00:10:43,Just Linus,Petal Path,HIBISCUS,Y,2
2020-09-19 00:10:44,tckmn,Cipher Salad,APPETITE,Y,2
2020-09-19 00:10:44,Exeter Honey Badgers,Cipher Salad,APPETITE,Y,2
2020-09-19 00:10:48,Cardinality,Cipher Salad,APPETITE,Y,2
2020-09-19 00:10:50,᠎,Danger!,ASKINGFORTROUBLE,Y,4
2020-09-19 00:10:55,Sunwing94,Top-Down Processing,BOTSWANA,Y,2
2020-09-19 00:10:59,➡⬇↘🅿,Petal Path,HIBISCUS,Y,2
2020-09-19 00:11:01,⬆⬆⬆ Theoretical and Applied Updog 🐶🐶🐶,Top-Down Processing,BOTSWANA,Y,2
2020-09-19 00:11:04,Santa Fe is bright,Greek Figures,VANGELIS,Y,4
2020-09-19 00:11:08,A,Sleep Talk,WAKEUP,Y,4
2020-09-19 00:11:09,Dan City,Top-Down Processing,BOTSWANA,Y,2
2020-09-19 00:11:11,Derpy the Pegasus,Petal Path,BISCUITS,N,0
2020-09-19 00:11:11,West,Sleep Talk,WAKEUP,Y,4
2020-09-19 00:11:12,22s,Petal Path,HIBISCUS,Y,2
2020-09-19 00:11:15,Eggplant Parms,Top-Down Processing,BOTSWANA,Y,2
2020-09-19 00:11:16,Exeter Honey Badgers,Petal Path,HIBISCUS,Y,2
